time,d,e,x_1,x_2
0,0,0.210514980114269,0.210514980114269,-0.0954050342619699
0.1,0.00511588360279047,0.200841441596072,0.200841441596072,-0.0979511745884744
0.2,0.0097309888740828,0.190971853488988,0.190971853488988,-0.0993398264369049
0.3,0.0133935571545937,0.181015402743491,0.181015402743491,-0.0997013987339259
0.4,0.015745070742413,0.171066289302608,0.171066289302608,-0.0992045872905894
0.5,0.0165553471036065,0.161200539924848,0.161200539924848,-0.0980436674654528
0.6,0.015745070742413,0.151474220790028,0.151474220790028,-0.0964232710454964
0.7,0.0133935571545937,0.141923225916276,0.141923225916276,-0.0945421201800207
0.8,0.0097309888740828,0.132564665822232,0.132564665822232,-0.0925772947646625
0.9,0.00511588360279047,0.123399725737184,0.123399725737184,-0.0906705588888628
1,2.02744528392051e-18,0.114417720182737,0.114417720182737,-0.0889180717975953
1.1,-0.00511588360279046,0.105600954873833,0.105600954873833,-0.0873644788666794
1.2,-0.0097309888740828,0.0969299289617518,0.0969299289617518,-0.0860019506454619
1.3,-0.0133935571545937,0.0883883783000513,0.0883883783000513,-0.0847742549198256
1.4,-0.015745070742413,0.0799676768270233,0.0799676768270233,-0.0835854552794911
1.5,-0.0165553471036065,0.0716701767240384,0.0716701767240384,-0.0823123779431085
1.6,-0.015745070742413,0.0635111725112856,0.0635111725112856,-0.0808196208198773
1.7,-0.0133935571545937,0.0555193094570746,0.0555193094570746,-0.0789756309667749
1.8,-0.0097309888740828,0.0477354093740054,0.0477354093740054,-0.0766682729936066
1.9,-0.00511588360279047,0.0402098421135679,0.0402098421135679,-0.0738183617154818
2,-4.05489056784102e-18,0.0329987136600422,0.0329987136600422,-0.0703898324864588
2.1,0.00511588360279046,0.0261592577130303,0.0261592577130303,-0.0663955525787332
2.2,0.0097309888740828,0.019744895687465,0.019744895687465,-0.0618982044034958
2.3,0.0133935571545937,0.0138004625170913,0.0138004625170913,-0.0570061544632093
2.4,0.015745070742413,0.00835807935059113,0.00835807935059113,-0.0518647133929507
2.5,0.0165553471036065,0.00343409077939324,0.00343409077939324,-0.0466436441834939
2.6,0.015745070742413,-0.000972620150979247,-0.000972620150979247,-0.0415221434633109
2.7,0.0133935571545937,-0.00488076099512135,-0.00488076099512135,-0.0366727685508252
2.8,0.0097309888740828,-0.00832517746169608,-0.00832517746169608,-0.03224588661392
2.9,0.00511588360279047,-0.0113539490295815,-0.0113539490295815,-0.0283561715490073
3,6.08233585176152e-18,-0.01402430467046,-0.01402430467046,-0.0250724740840055
3.1,-0.00511588360279046,-0.0163977466057978,-0.0163977466057978,-0.0224120607081994
3.2,-0.0097309888740828,-0.0185348479639933,-0.0185348479639933,-0.0203397896321839
3.3,-0.0133935571545937,-0.0204902225622532,-0.0204902225622532,-0.018772308921792
3.4,-0.015745070742413,-0.0223081486460949,-0.0223081486460949,-0.0175868705183299
3.5,-0.0165553471036065,-0.0240192648781305,-0.0240192648781305,-0.0166339021604226
3.6,-0.015745070742413,-0.0256386523933547,-0.0256386523933547,-0.0157521114776228
3.7,-0.0133935571545937,-0.027165481553953,-0.027165481553953,-0.0147846487322206
3.8,-0.00973098887408281,-0.0285842493724037,-0.0285842493724037,-0.0135947511012417
3.9,-0.00511588360279047,-0.0298674783683448,-0.0298674783683448,-0.0120793421570773
4,-8.10978113568203e-18,-0.0309796050720691,-0.0309796050720691,-0.0101792603552033
4.1,0.00511588360279046,-0.0318816704371954,-0.0318816704371954,-0.00788512028092895
4.2,0.00973098887408279,-0.0325363464248241,-0.0325363464248241,-0.00523823784887615
4.3,0.0133935571545937,-0.032912800604481,-0.032912800604481,-0.00232653374983319
4.4,0.015745070742413,-0.0329909169547324,-0.0329909169547324,0.000724179087651785
4.5,0.0165553471036065,-0.0327644545375932,-0.0327644545375932,0.00376266651607126
4.6,0.015745070742413,-0.0322428301492947,-0.0322428301492947,0.00662727737846926
4.7,0.0133935571545937,-0.0314513461921087,-0.0314513461921087,0.00916200778652347
4.8,0.00973098887408281,-0.0304298376379223,-0.0304298376379223,0.011232048722928
4.9,0.00511588360279048,-0.029229867123022,-0.029229867123022,0.0127372909537253
5,1.01372264196025e-17,-0.0279107397352059,-0.0279107397352059,0.0136224613509502
5.1,-0.00511588360279043,-0.0265347249771819,-0.0265347249771819,0.0138828946354501
5.2,-0.00973098887408279,-0.025161951366298,-0.025161951366298,0.0135653719588884
5.3,-0.0133935571545937,-0.0238454715266925,-0.0238454715266925,0.0127639408137003
5.4,-0.015745070742413,-0.0226269792744663,-0.0226269792744663,0.0116111222027649
5.5,-0.0165553471036065,-0.0215335966902165,-0.0215335966902165,0.0102653627098349
5.6,-0.015745070742413,-0.0205760447325616,-0.0205760447325616,0.0088959568698726
5.7,-0.0133935571545937,-0.0197483757944829,-0.0197483757944829,0.00766691304571344
5.8,-0.00973098887408281,-0.019029293971074,-0.019029293971074,0.00672133961595835
5.9,-0.00511588360279051,-0.0183849336335849,-0.0183849336335849,0.00616787752695473
6,-1.2164671703523e-17,-0.0177728243801772,-0.0177728243801772,0.00607050512640265
6.1,0.00511588360279048,-0.0171466545101453,-0.0171466545101453,0.00644271126751176
6.2,0.00973098887408279,-0.0164613671932886,-0.0164613671932886,0.00724660524585858
6.3,0.0133935571545937,-0.0156780911127772,-0.0156780911127772,0.00839704904514225
6.4,0.015745070742413,-0.0147684237196013,-0.0147684237196013,0.00977040591026796
6.5,0.0165553471036065,-0.0137176487486125,-0.0137176487486125,0.0112170475435083
6.6,0.015745070742413,-0.0125265740938106,-0.0125265740938106,0.0125763944493212
6.7,0.0133935571545937,-0.0112118113004166,-0.0112118113004166,0.0136930161353529
6.8,0.00973098887408281,-0.00980447057359058,-0.00980447057359058,0.0144322142691376
6.9,0.00511588360279045,-0.00834740038734779,-0.00834740038734779,0.0146935626337072
7,1.41921169874436e-17,-0.00689124331245874,-0.00689124331245874,0.0144210778534433
7.1,-0.00511588360279043,-0.0054896956172058,-0.0054896956172058,0.0136090247840007
7.2,-0.00973098887408279,-0.00419443618192909,-0.00419443618192909,0.0123027878818263
7.3,-0.0133935571545937,-0.00305022267407853,-0.00305022267407853,0.0105947229506446
7.4,-0.015745070742413,-0.00209063658355502,-0.00209063658355502,0.00861539511687241
7.5,-0.0165553471036065,-0.00133489521928701,-0.00133489521928701,0.00652106060628571
7.6,-0.015745070742413,-0.0007860443336157,-0.0007860443336157,0.00447861766293759
7.7,-0.0133935571545937,-0.00043070989456608,-0.00043070989456608,0.0026494997686261
7.8,-0.00973098887408281,-0.000240434897182143,-0.000240434897182143,0.00117408792918592
7.9,-0.00511588360279051,-0.00017447193481031,-0.00017447193481031,0.000158168050780234
8,-1.62195622713641e-17,-0.000183759729286493,-0.000183759729286493,-0.000337240697550304
