time,d,e,x_1,x_2
0,-0.0364308794211364,-0.235579747474178,-0.235579747474178,0.152851409827238
0.1,-0.0426599702548361,-0.220506269497977,-0.220506269497977,0.14854989725466
0.2,0.0322445815248708,-0.20591284421195,-0.20591284421195,0.143267436463749
0.3,0.0166065265906355,-0.191497598777148,-0.191497598777148,0.14489563734386
0.4,-0.0432339394419451,-0.177037202316559,-0.177037202316559,0.14420105305672
0.5,0.016943988692435,-0.162969954243185,-0.162969954243185,0.137121089260982
0.6,-0.0315873821087742,-0.149323888345523,-0.149323888345523,0.135705391237318
0.7,0.0133469179096534,-0.136083189181845,-0.136083189181845,0.129086512464082
0.8,-0.00619489679021318,-0.123291580119875,-0.123291580119875,0.12667127955911
0.9,0.000850236862906264,-0.110858138099293,-0.110858138099293,0.121956814559142
1,0.00738451131951131,-0.0988733681518943,-0.0988733681518943,0.117695534118788
1.1,-0.0154089599930336,-0.0872951480397193,-0.0872951480397193,0.11382400864619
1.2,0.00258290755520047,-0.0762278085012231,-0.0762278085012231,0.107514685799013
1.3,0.00649510577668997,-0.0657056811307234,-0.0657056811307234,0.102901689569735
1.4,-0.0219803146240552,-0.0556330797527946,-0.0556330797527946,0.0985247641109645
1.5,0.0076455732169635,-0.0461438812053398,-0.0461438812053398,0.0912767776470796
1.6,0.011416135149099,-0.0372295629566276,-0.0372295629566276,0.086992431123504
1.7,-0.043037093315258,-0.0287299888331847,-0.0287299888331847,0.0829817028004973
1.8,-0.0239931477962723,-0.0209012665622384,-0.0209012665622384,0.0736519094964929
1.9,0.0194212279441125,-0.0138947932806938,-0.0138947932806938,0.0665143434766492
2,-0.0165395024413905,-0.00737944283455333,-0.00737944283455333,0.0637749002279919
2.1,0.00510751698475911,-0.00131803278940425,-0.00131803278940425,0.0574866386221103
2.2,0.0152000084652931,0.00423016072146921,0.00423016072146921,0.0534843645842045
2.3,-0.0156306888555125,0.00942965846455772,0.00942965846455772,0.050502029001353
2.4,-0.00403516023255513,0.0141800637716371,0.0141800637716371,0.0445459110243789
2.5,0.035954768200932,0.0184034136268288,0.0184034136268288,0.0399472119848157
2.6,-0.0383249393527549,0.0223695394900291,0.0223695394900291,0.0393502154334916
2.7,-0.0429164643001759,0.0259071472845714,0.0259071472845714,0.0314774377474862
2.8,0.0418984292599561,0.0286578180112195,0.0286578180112195,0.0236178557779722
2.9,-0.0125375482261191,0.0310598994002698,0.0310598994002698,0.0243934137323138
3,-0.0120076149256309,0.0332656527717265,0.0332656527717265,0.0197649888816276
3.1,-0.0442999740124245,0.0350241752498623,0.0350241752498623,0.0154483651059129
3.2,0.0144236133489281,0.0362067407004613,0.0362067407004613,0.00828855922977762
3.3,0.0163127940396266,0.0369847351420862,0.0369847351420862,0.00727831716932899
3.4,-0.0398840005890635,0.0376730233898311,0.0376730233898311,0.00649219444919039
3.5,0.0392295590319331,0.0380106243721601,0.0380106243721601,0.000339058654263948
3.6,-0.00599708711003888,0.0381416192552099,0.0381416192552099,0.00225421051800829
3.7,0.0314738756885517,0.0382360664004958,0.0382360664004958,-0.000331575438903686
3.8,0.0368691294229946,0.038264366297726,0.038264366297726,0.00088116669134997
3.9,0.0233967432921089,0.0384353104661858,0.0384353104661858,0.0025145129200757
4,0.0433070524856338,0.0386971060982079,0.0386971060982079,0.00271652449180961
4.1,0.0321708653338747,0.0390745715986227,0.0390745715986227,0.00480183424591431
4.2,0.0345782608153686,0.0395971564596228,0.0395971564596228,0.00563440657156515
4.3,-0.0135744670550335,0.0402101343396205,0.0402101343396205,0.00660707333044907
4.4,-0.0409711298283781,0.0406806478010944,0.0406806478010944,0.00284938062043374
4.5,0.0434281869716347,0.0406558385553415,0.0406558385553415,-0.00326384424158486
4.6,0.00393550339647576,0.0404548648391808,0.0404548648391808,-0.000786982148993743
4.7,0.0133526626338585,0.0402999979893982,0.0402999979893982,-0.0022890357369833
4.8,-0.0187981999616197,0.0400471099622483,0.0400471099622483,-0.00276033311296567
4.9,0.00440987825854037,0.0395930942296136,0.0395930942296136,-0.00626940769547973
5,-0.021413294940611,0.0389161863105945,0.0389161863105945,-0.00725003411391332
5.1,-0.0350386067204838,0.038021073121018,0.038021073121018,-0.0106001003455803
5.2,0.0285713524802855,0.0367401317286023,0.0367401317286023,-0.0149500504262393
5.3,0.00117550868394652,0.0353542129382171,0.0353542129382171,-0.012785636906159
5.4,0.0322698301095807,0.0340461606482671,0.0340461606482671,-0.0133568915263302
5.5,0.0131958176685901,0.0328377818077122,0.0328377818077122,-0.0108342528958676
5.6,-0.00794049165362116,0.0317817404199043,0.0317817404199043,-0.010285097235599
5.7,0.0383349205111601,0.0306781252555614,0.0306781252555614,-0.0117583647278392
5.8,0.0040181588292901,0.0296609611942023,0.0296609611942023,-0.0086183102351283
5.9,-0.0336195435905125,0.0287807656622022,0.0287807656622022,-0.00897352907795325
6,-0.0421878736781811,0.0276854094968871,0.0276854094968871,-0.012872477377166
6.1,-0.00659539139560477,0.0261766200300897,0.0261766200300897,-0.0172326005433804
6.2,-0.0427041539034477,0.0244260620739261,0.0244260620739261,-0.0177569788078224
6.3,-0.0333107181571536,0.0224536599490037,0.0224536599490037,-0.0216230763303703
6.4,-0.0241175274562477,0.0201605382419742,0.0201605382419742,-0.0241860735621157
6.5,-0.00260585278272712,0.0176716323852589,0.0176716323852589,-0.0255530753897046
6.6,0.0134341954892734,0.0151622211487861,0.0151622211487861,-0.0246265919216721
6.7,-0.0330841763425034,0.0128259533306684,0.0128259533306684,-0.02211281503275
6.8,0.0101787043631314,0.0105103376875239,0.0105103376875239,-0.0241529974197607
6.9,0.0119842664417666,0.00821502217743143,0.00821502217743143,-0.0217660139550083
7,0.029050833372807,0.0061632897100711,0.0061632897100711,-0.0192846251892847
7.1,-0.0151825643804953,0.00443789220120173,0.00443789220120173,-0.0152625775306906
7.2,0.00694763275286823,0.00288761278406435,0.00288761278406435,-0.0157239402465721
7.3,-0.0048571858237692,0.00140451777988367,0.00140451777988367,-0.013949264759982
7.4,0.0223184721696942,3.79871498732216e-05,3.79871498732216e-05,-0.0133775832285548
7.5,0.0423218793305085,-0.00113805104058277,-0.00113805104058277,-0.0101760698965357
7.6,-0.0346078038258562,-0.00190644138199541,-0.00190644138199541,-0.00525100529610116
7.7,-0.0212341039238813,-0.00257447264784078,-0.00257447264784078,-0.00806651089665316
7.8,-0.0185955264334124,-0.00344614225324604,-0.00344614225324604,-0.0093426019001468
7.9,0.00217740635976786,-0.00442538386423731,-0.00442538386423731,-0.0102223396233818
8,0.0403412551089025,-0.00538561119217987,-0.00538561119217987,-0.0089906290211954
8.1,-0.0331398997985497,-0.00603947337755135,-0.00603947337755135,-0.0041457679846286
8.2,-0.00614157792681968,-0.00658417178463297,-0.00658417178463297,-0.00670947628148453
8.3,0.0257238607663666,-0.00724231520372955,-0.00724231520372955,-0.00645134959562192
