time,d,e,x_1,x_2
0,0.0265572867587498,0.0746308238094914,0.0746308238094914,0.136718662934724
0.1,0.017496317701344,0.0877068034733724,0.0877068034733724,0.124850221765796
0.2,-0.0344119697155366,0.0995671975075639,0.0995671975075639,0.112424510695825
0.3,-0.0216250169989254,0.109952903016839,0.109952903016839,0.095429665495037
0.4,0.0214606258662237,0.11874364943192,0.11874364943192,0.0805109366157365
0.5,0.0114326314073599,0.126290148367378,0.126290148367378,0.0704897795147194
0.6,0.0358415912417533,0.132807196188259,0.132807196188259,0.0599375739541415
0.7,0.018002664049546,0.138413918615356,0.138413918615356,0.0522526251235336
0.8,-0.040568131634263,0.143182225943558,0.143182225943558,0.0431945678170538
0.9,0.0363688848248092,0.14678405335671,0.14678405335671,0.0290012218844627
1,0.0408591581109287,0.149388679671819,0.149388679671819,0.0231476519862673
1.1,-0.000172171879072796,0.151446736488986,0.151446736488986,0.0180641187930515
1.2,0.0286046690560955,0.152811930258764,0.152811930258764,0.00934464685421135
1.3,0.010030932581948,0.153476583393747,0.153476583393747,0.00401395732327153
1.4,0.0236756320143911,0.153537338705669,0.153537338705669,-0.00270970318205222
1.5,0.00896420049996555,0.153018722451438,0.153018722451438,-0.00759318322759841
1.6,0.0121009105052113,0.151960829987974,0.151960829987974,-0.013477389683881
1.7,0.007354400204979,0.150355751243787,0.150355751243787,-0.018543260854593
1.8,-0.0304731445741581,0.148245028325119,0.148245028325119,-0.0235863631733249
1.9,-0.0371083697044919,0.145471063708782,0.145471063708782,-0.0317608141031639
2,0.00138020381761506,0.141886606826526,0.141886606826526,-0.0397913732197973
2.1,-0.0410998511434519,0.137727077136001,0.137727077136001,-0.0433175402710983
2.2,0.0414378957935042,0.133032309722819,0.133032309722819,-0.0504436651453277
2.3,0.00205170536383528,0.128066418825657,0.128066418825657,-0.0488539685658951
2.4,-0.0372068243410953,0.12307355957161,0.12307355957161,-0.0509338765556006
2.5,-0.0172423082948143,0.117702046976634,0.117702046976634,-0.0563790076798829
2.6,0.023100318244126,0.111917913414348,0.111917913414348,-0.0592176132333286
2.7,0.0186374791994232,0.106071639229891,0.106071639229891,-0.0576796599161237
2.8,-0.0268101986540334,0.100365552106074,0.100365552106074,-0.0564114435108444
2.9,-0.0132465185304032,0.0945739251008249,0.0945739251008249,-0.0593338661890178
3,-0.0444741742572492,0.0885817867530093,0.0885817867530093,-0.0604441626063962
3.1,0.0294378902003021,0.0823456218820142,0.0823456218820142,-0.0641773886524977
3.2,0.0282804445044513,0.0761259026142632,0.0761259026142632,-0.0602179624354792
3.3,-0.0060402966690568,0.070295888235474,0.070295888235474,-0.056384854000058
3.4,0.0197114958203853,0.0646810859105456,0.0646810859105456,-0.0558712520088576
3.5,0.0316989037635926,0.0592546073732161,0.0592546073732161,-0.0526559721096187
3.6,0.0414050830611106,0.054208426579545,0.054208426579545,-0.0482838911490857
3.7,0.0386002610755252,0.0496415959122915,0.0496415959122915,-0.0430840021747749
3.8,-0.0390102106167836,0.04557154419889,0.04557154419889,-0.0383462890851779
3.9,0.00309768458438655,0.0415885826848559,0.0415885826848559,-0.0412411501610314
4,-0.03454682609949,0.0375422872867281,0.0375422872867281,-0.0396719632083403
4.1,0.0364563614135315,0.0334732933752682,0.0334732933752682,-0.0416476632817799
4.2,0.0426046659107716,0.0295700782277437,0.0295700782277437,-0.0364533749677789
4.3,-0.023213672930242,0.0262050665503036,0.0262050665503036,-0.0308929607755607
4.4,0.0249985302394249,0.0230618242665621,0.0230618242665621,-0.031931839280632
4.5,-0.0176213747457924,0.0200611356780645,0.0200611356780645,-0.0281079160369919
4.6,0.00453103768725846,0.0172274972877654,0.0172274972877654,-0.0285355367158821
4.7,-0.023018181127154,0.014467514730495,0.014467514730495,-0.0266660431876718
4.8,0.0188388906732776,0.0117596765803767,0.0117596765803767,-0.0274576002956022
4.9,-0.00346915000942418,0.00918614926252825,0.00918614926252825,-0.0240371097774645
5,-0.0045528652091962,0.00683875655891662,0.00683875655891662,-0.0229062620202773
5.1,0.035448254198521,0.00460039091818836,0.00460039091818836,-0.0218563972199052
5.2,0.0408122914764948,0.00266298178966916,0.00266298178966916,-0.0169411808020831
5.3,-0.00281063300297552,0.00122837708861142,0.00122837708861142,-0.0118074128056295
5.4,-0.0262953258146484,7.79065346099146e-05,7.79065346099146e-05,-0.0112005038485175
5.5,-0.000727854056513123,-0.00112579248261846,-0.00112579248261846,-0.0128415637930745
5.6,-0.0053383921138275,-0.00235970022820427,-0.00235970022820427,-0.0118396682034584
5.7,0.0370362083362791,-0.00351683930910342,-0.00351683930910342,-0.0113006580472216
