time,d,e,x_1,x_2
0,0,0.413205203855911,0.413205203855911,-0.0575812758666464
0.1,0.00778172166932361,0.406670398758848,0.406670398758848,-0.0728566862785792
0.2,0.0148017142032108,0.398722558996274,0.398722558996274,-0.0858604841472948
0.3,0.0203728118212808,0.389579546315057,0.389579546315057,-0.0967780038211227
0.4,0.0239496766725572,0.379437551002156,0.379437551002156,-0.105856336089997
0.5,0.0251821803039143,0.368465904808474,0.368465904808474,-0.113384774334305
0.6,0.0239496766725572,0.356804043967315,0.356804043967315,-0.119671435407375
0.7,0.0203728118212808,0.344560891388158,0.344560891388158,-0.125018296527354
0.8,0.0148017142032108,0.331816694905048,0.331816694905048,-0.129697046895841
0.9,0.00778172166932361,0.318627122406889,0.318627122406889,-0.133928075430783
1,3.08392765047402e-18,0.305029197878169,0.305029197878169,-0.137864611455301
1.1,-0.0077817216693236,0.291048486053865,0.291048486053865,-0.141583533220333
1.2,-0.0148017142032108,0.276706814801519,0.276706814801519,-0.145083708880838
1.3,-0.0203728118212808,0.262029775096535,0.262029775096535,-0.148291999633499
1.4,-0.0239496766725572,0.247053263376664,0.247053263376664,-0.151076307086532
1.5,-0.0251821803039143,0.231828427712419,0.231828427712419,-0.153264359743994
1.6,-0.0239496766725572,0.216424538155173,0.216424538155173,-0.154666374006328
1.7,-0.0203728118212808,0.200929507272307,0.200929507272307,-0.155099348074173
1.8,-0.0148017142032108,0.185448019124473,0.185448019124473,-0.154410589491832
1.9,-0.00778172166932361,0.17009746105637,0.17009746105637,-0.152498154206318
2,-6.16785530094804e-18,0.155002069553595,0.155002069553595,-0.149326179391609
2.1,0.0077817216693236,0.140285877841652,0.140285877841652,-0.144933594096973
2.2,0.0148017142032108,0.126065171607305,0.126065171607305,-0.139435341898799
2.3,0.0203728118212808,0.11244120859567,0.11244120859567,-0.133015984525973
2.4,0.0239496766725572,0.0994939330541479,0.0994939330541479,-0.125916302960603
2.5,0.0251821803039143,0.0872773194909121,0.0872773194909121,-0.118414199613585
2.6,0.0239496766725572,0.0758168214464171,0.0758168214464171,-0.110801764578773
2.7,0.0203728118212808,0.0651091954914667,0.0651091954914667,-0.103360745921484
2.8,0.0148017142032108,0.0551247385880157,0.0551247385880157,-0.0963388215576977
2.9,0.00778172166932362,0.045811741005264,0.045811741005264,-0.0899289931027842
3,9.25178295142206e-18,0.0371027402783889,0.0371027402783889,-0.0842541176682752
3.1,-0.0077817216693236,0.0289219854518124,0.0289219854518124,-0.0793580917598357
3.2,-0.0148017142032108,0.0211934023239904,0.0211934023239904,-0.0752045513027495
3.3,-0.0203728118212808,0.0138483012168534,0.0138483012168534,-0.0716832170334745
3.4,-0.0239496766725572,0.00683209375398325,0.00683209375398325,-0.0686232669752398
3.5,-0.0251821803039143,0.000109381812109069,0.000109381812109069,-0.0658124306369243
3.6,-0.0239496766725572,-0.00633305924532839,-0.00633305924532839,-0.0630199401960427
3.7,-0.0203728118212808,-0.0124856752869123,-0.0124856752869123,-0.0600210970069795
3.8,-0.0148017142032108,-0.0183179460728174,-0.0183179460728174,-0.0566210542129441
3.9,-0.00778172166932362,-0.0237824197357249,-0.0237824197357249,-0.0526754934606542
4,-1.23357106018961e-17,-0.0288205560985105,-0.0288205560985105,-0.0481061781646152
4.1,0.0077817216693236,-0.0333697894437665,-0.0333697894437665,-0.0429098676446372
4.2,0.0148017142032108,-0.0373711026756944,-0.0373711026756944,-0.0371597266418672
4.3,0.0203728118212808,-0.0407763554770741,-0.0407763554770741,-0.0309990995640011
4.4,0.0239496766725572,-0.0435546338868702,-0.0435546338868702,-0.0246282663909047
4.5,0.0251821803039143,-0.0456969852725329,-0.0456969852725329,-0.0182854843124503
4.6,0.0239496766725572,-0.0472190614894781,-0.0472190614894781,-0.0122241786120865
4.7,0.0203728118212808,-0.048161398557756,-0.048161398557756,-0.00668852329364636
4.8,0.0148017142032108,-0.0485872933188606,-0.0485872933188606,-0.00188980957651702
4.9,0.00778172166932362,-0.0485784735372704,-0.0485784735372704,0.00201407677102786
5,1.54196382523701e-17,-0.0482289746765404,-0.0482289746765404,0.00493405267323511
5.1,-0.00778172166932355,-0.0476378128867693,-0.0476378128867693,0.00685859478790579
5.2,-0.0148017142032108,-0.0469011623278805,-0.0469011623278805,0.00785499168944792
5.3,-0.0203728118212808,-0.0461047942104431,-0.0461047942104431,0.00806296131850089
5.4,-0.0239496766725572,-0.0453175100386315,-0.0453175100386315,0.0076812513411686
5.5,-0.0251821803039143,-0.0445862049232913,-0.0445862049232913,0.00694852714075018
5.6,-0.0239496766725572,-0.0439330379525179,-0.0439330379525179,0.00612041154738154
5.7,-0.0203728118212808,-0.043354981013329,-0.043354981013329,0.0054449173375122
5.8,-0.0148017142032108,-0.0428257852744221,-0.0428257852744221,0.00513867110713422
5.9,-0.00778172166932367,-0.0423001684931938,-0.0423001684931938,0.00536624991370819
6,-1.85035659028441e-17,-0.0417198095050464,-0.0417198095050464,0.00622464764746403
6.1,0.00778172166932363,-0.0410205599111348,-0.0410205599111348,0.00773438623137185
6.2,0.0148017142032108,-0.040140164363052,-0.040140164363052,0.00983813658441865
6.3,0.0203728118212807,-0.0390257315602202,-0.0390257315602202,0.0124069794558057
6.4,0.0239496766725572,-0.0376402229518134,-0.0376402229518134,0.0152536886766711
6.5,0.0251821803039143,-0.0359673227347339,-0.0359673227347339,0.0181517322559217
6.6,0.0239496766725572,-0.0340142116066834,-0.0340142116066834,0.0208581273264375
6.7,0.0203728118212808,-0.0318119723178238,-0.0318119723178238,0.0231379079859719
6.8,0.0148017142032109,-0.029413587242158,-0.029413587242158,0.0247878074720097
6.9,0.00778172166932359,-0.0268897242338145,-0.0268897242338145,0.0256568332880789
7,2.15874935533181e-17,-0.0243227238387665,-0.0243227238387665,0.0256617183048518
7.1,-0.00778172166932354,-0.0217993772773162,-0.0217993772773162,0.0247957326945807
7.2,-0.0148017142032108,-0.0194032032357606,-0.0194032032357606,0.0231299916981191
7.3,-0.0203728118212808,-0.017206980796104,-0.017206980796104,0.0208071290290074
7.4,-0.0239496766725572,-0.0152662709664189,-0.0152662709664189,0.0180279532604111
7.5,-0.0251821803039143,-0.0136145626864198,-0.0136145626864198,0.0150323916430569
7.6,-0.0239496766725572,-0.012260520328623,-0.012260520328623,0.0120765852069251
7.7,-0.0203728118212808,-0.0111876041458176,-0.0111876041458176,0.00940837594757644
7.8,-0.0148017142032109,-0.0103561029540344,-0.0103561029540344,0.00724358449103595
7.9,-0.00778172166932367,-0.00970738231334911,-0.00970738231334911,0.00574539944263265
8,-2.46714212037922e-17,-0.00916993468167585,-0.00916993468167585,0.00500889521070774
8.1,0.00778172166932363,-0.0086666416908394,-0.0086666416908394,0.00505219325380001
8.2,0.0148017142032108,-0.00812254009071399,-0.00812254009071399,0.00581513155359266
